ID,NAME,SOURCE,STYLE,TYPE,LVL,MVL,FILTER,OPERATION,REPLACE,SKIP_GRID_FILTER
51,용인경전철,MD_TRAINROAD_LINE_1224,824,line,2,4,,,,
52,대전1호선,MD_TRAINROAD_LINE_1223,823,line,2,4,,,,
53,광주1호선,MD_TRAINROAD_LINE_1222,822,line,2,4,,,,
54,대구2호선,MD_TRAINROAD_LINE_1221,821,line,2,4,,,,
55,대구1호선,MD_TRAINROAD_LINE_1220,820,line,2,4,,,,
56,부산3호선,MD_TRAINROAD_LINE_1219,819,line,2,4,,,,
57,부산2호선,MD_TRAINROAD_LINE_1218,818,line,2,4,,,,
58,부산1호선,MD_TRAINROAD_LINE_1217,817,line,2,4,,,,
59,인천1호선,MD_TRAINROAD_LINE_1216,816,line,2,4,,,,
60,신분당선,MD_TRAINROAD_LINE_1215,815,line,2,4,,,,
61,분당선,MD_TRAINROAD_LINE_1214,814,line,2,4,,,,
62,서울9호선,MD_TRAINROAD_LINE_1213,813,line,2,4,,,,
63,서울8호선,MD_TRAINROAD_LINE_1212,812,line,2,4,,,,
64,서울7호선,MD_TRAINROAD_LINE_1211,811,line,2,4,,,,
65,서울6호선,MD_TRAINROAD_LINE_1210,810,line,2,4,,,,
66,서울5호선,MD_TRAINROAD_LINE_1209,809,line,2,4,,,,
67,서울4호선,MD_TRAINROAD_LINE_1208,808,line,2,4,,,,
68,서울3호선,MD_TRAINROAD_LINE_1207,807,line,2,4,,,,
69,서울2호선,MD_TRAINROAD_LINE_1206,806,line,2,4,,,,
70,서울1호선,MD_TRAINROAD_LINE_1205,805,line,2,4,,,,
71,중앙선,MD_TRAINROAD_LINE_1204,804,line,2,4,,,,
72,기차철도,MD_TRAINROAD_LINE_1203,803,line,2,4,,,,
73,공항철도,MD_TRAINROAD_LINE_1202,802,line,2,4,,,,
240,GTX-A,MD_TRAINROAD_LINE_1240,800,line,2,4,,,,
74,고속철도,MD_TRAINROAD_LINE_1201,801,line,2,4,,,,
75,tpeg 3,TPEG,5000,tpeg,2,2,ROAD_CATE <= 7 and OFFSET = 1,"[[""offset"", 20], [""buffer"", 2]]",,
76,tpeg 4,TPEG,5000,tpeg,3,3,ROAD_CATE <= 7 and OFFSET = 1,"[[""offset"", 36], [""buffer"", 4]]",,
77,tpeg 5,TPEG,5000,tpeg,4,4,ROAD_CATE <= 3 and OFFSET = 1,"[[""offset"", 72], [""buffer"", 8]]",,
78,국가명,T_NAME_1,1090,poi,2,4,cat_id = '110101',,,1.0
79,국외주요도시명,T_NAME_1,1091,poi,2,4,cat_id = '110102',,,1.0
80,국내주요해양/도서명,T_NAME_1,1008,poi,2,4,cat_id = '110104',,,1.0
81,특별시/광역시명,T_NAME_1,1006,poi,2,4,cat_id = '110105',,,1.0
82,구명,T_NAME_1,1109,poi,2,4,cat_id = '110108',,,1.0
83,도명,T_NAME_1,1010,poi,2,4,cat_id = '110129',,,1.0
84,일반시명,T_NAME_1,1007,poi,2,4,cat_id = '110106',,,1.0
85,국제공항,T_NAME_0,1017,poi,2,4,cat_id = '150101',,,1.0
86,일반공항,T_NAME_0,1018,poi,2,4,cat_id = '150102',,,1.0
87,국립공원,T_NAME_0,1012,poi,2,4,cat_id = '50701',,,1.0
88,주요항구,T_NAME_0,1020,poi,2,4,cat_id = '150201',,,1.0
89,국회,T_NAME_0,1047,poi,2,4,cat_id = '10701',,,1.0
90,군명,T_NAME_1,1015,poi,2,4,cat_id = '110107',,,1.0
91,광역시청 도청,T_NAME_0,1101,poi,2,4,"cat_id in ('10101', '10111')",,,1.0
92,시군구청,T_NAME_0,1102,poi,2,4,"cat_id in ('10102','10103','10104')",,,1.0
93,고속/주요철도역명,T_NAME_0,1103,poi,2,4,cat_id = '150301',,,1.0
94,SRT역명,T_NAME_0,1106,poi,2,4,cat_id = '150306',,,1.0
241,GTX-A,T_NAME_0,1507,poi,2,4,cat_id = '150307',,,1.0
95,JC명,T_NAME_1,1016,poi,2,4,cat_id = '140301',,,1.0
96,IC명,T_NAME_1,1033,poi,2,4,cat_id = '140302',,,1.0
97,도립공원,T_NAME_0,1019,poi,2,4,cat_id = '50702',,,1.0
98,유명관광지,T_NAME_0,1021,poi,2,4,cat_id = '60514',,,1.0
99,대형전시/박물관,T_NAME_0,1051,poi,2,4,cat_id = '100101',,,1.0
100,대형기념관/묘역,T_NAME_0,1071,poi,2,4,cat_id = '100102',,,1.0
101,테마공원/대형놀이공원,T_NAME_0,1059,poi,2,4,cat_id = '60507',,,1.0
102,졸음쉼터,T_NAME_0,1117,poi,2,4,cat_id = '140305',,,1.0
103,시립/군립공원,T_NAME_0,1049,poi,2,4,cat_id = '50704',,,1.0
104,고속도로휴게소,T_NAME_0,1043,poi,2,4,cat_id = '140304',,,1.0
105,TG명,T_NAME_1,1116,poi,2,4,cat_id = '140303',,,1.0
106,기타철도역명,T_NAME_0,1119,poi,2,4,cat_id = '150303',,,1.0
107,고속도로번호,T_NAME_0,1001,poi,2,4,cat_id = '140202',,,1.0
108,대형교량,T_NAME_1,1005,poi,2,4,cat_id = '140408',,,1.0
109,대형터널,T_NAME_1,1168,poi,2,4,cat_id = '140402',,,1.0
110,종합병원,T_NAME_0,1057,poi,2,4,"cat_id in ('30101', '30102')",,,1.0
111,국도번호,T_NAME_1,1011,poi,2,4,cat_id = '140203',,,1.0
112,대학교,T_NAME_0,1105,poi,2,4,cat_id = '20101',,,1.0
113,지방도번호,T_NAME_1,1038,poi,2,4,cat_id = '140204',,,1.0
114,대형체육시설,T_NAME_0,1185,poi,2,4,cat_id like '501__',,,1.0
115,일반철도역명,T_NAME_0,1118,poi,2,4,cat_id = '150302',,,1.0
116,서울1호선,T_NAME_0,1092,poi,2,4,cat_id = '150411',,,1.0
117,서울2호선,T_NAME_0,1098,poi,2,4,cat_id = '150412',,,1.0
118,서울3호선,T_NAME_0,1094,poi,2,4,cat_id = '150413',,,1.0
119,서울4호선,T_NAME_0,1095,poi,2,4,cat_id = '150414',,,1.0
120,서울5호선,T_NAME_0,1096,poi,2,4,cat_id = '150415',,,1.0
121,서울6호선,T_NAME_0,1097,poi,2,4,cat_id = '150416',,,1.0
122,서울7호선,T_NAME_0,1099,poi,2,4,cat_id = '150417',,,1.0
123,서울8호선,T_NAME_0,1093,poi,2,4,cat_id = '150418',,,1.0
124,서울9호선,T_NAME_0,1100,poi,2,4,cat_id = '150419',,,1.0
125,경의중앙선,T_NAME_0,1121,poi,2,4,cat_id = '150421',,,1.0
126,분당선,T_NAME_0,1122,poi,2,4,cat_id = '150422',,,1.0
127,경원선,T_NAME_0,1123,poi,2,4,cat_id = '150423',,,1.0
128,인천1호선,T_NAME_0,1124,poi,2,4,cat_id = '150431',,,1.0
129,인천2호선,T_NAME_0,1125,poi,2,4,cat_id = '150432',,,1.0
130,부산1호선,T_NAME_0,1126,poi,2,4,cat_id = '150441',,,1.0
131,부산2호선,T_NAME_0,1127,poi,2,4,cat_id = '150442',,,1.0
132,부산3호선,T_NAME_0,1128,poi,2,4,cat_id = '150443',,,1.0
133,부산4호선,T_NAME_0,1129,poi,2,4,cat_id = '150444',,,1.0
134,대구1호선,T_NAME_0,1130,poi,2,4,cat_id = '150451',,,1.0
135,대구2호선,T_NAME_0,1131,poi,2,4,cat_id = '150452',,,1.0
136,대구3호선,T_NAME_0,1132,poi,2,4,cat_id = '150453',,,1.0
137,광주1호선,T_NAME_0,1133,poi,2,4,cat_id = '150461',,,1.0
138,대전1호선,T_NAME_0,1134,poi,2,4,cat_id = '150471',,,1.0
139,공항철도,T_NAME_0,1135,poi,2,4,cat_id = '150481',,,1.0
140,경춘선,T_NAME_0,1136,poi,2,4,cat_id = '150483',,,1.0
141,신분당선,T_NAME_0,1137,poi,2,4,cat_id = '150484',,,1.0
142,수인선,T_NAME_0,1138,poi,2,4,cat_id = '150485',,,1.0
143,의정부경전철,T_NAME_0,1139,poi,2,4,cat_id = '150486',,,1.0
144,에버라인(용인경전철),T_NAME_0,1140,poi,2,4,cat_id = '150487',,,1.0
145,부산김해경전철,T_NAME_0,1141,poi,2,4,cat_id = '150488',,,1.0
146,경강선,T_NAME_0,1142,poi,2,4,cat_id = '150489',,,1.0
147,우이신설선,T_NAME_0,1501,poi,2,4,cat_id = '150490',,,1.0
148,동해선,T_NAME_0,1502,poi,2,4,cat_id = '150491',,,1.0
149,서해선,T_NAME_0,1503,poi,2,4,cat_id = '150492',,,1.0
150,김포도시철도,T_NAME_0,1504,poi,2,4,cat_id = '150493',,,1.0
151,인천자기부상철도,T_NAME_0,1505,poi,2,4,cat_id = '150494',,,1.0
209,신림선,T_NAME_0,1506,poi,2,4,cat_id = '150495',,,1.0
242,대경선,T_NAME_0,1508,poi,2,4,cat_id = '150496',,,1.0
152,지하철/국철노선명,T_NAME_0,1184,poi,2,4,cat_id = '150403',,,1.0
153,특급호텔,T_NAME_0,1145,poi,2,4,cat_id = '70101',,,1.0
154,휴양림/수목원,T_NAME_0,1110,poi,2,4,cat_id = '60503',,,1.0
155,대형시민/도심공원,T_NAME_0,1050,poi,2,4,cat_id = '50703',,,1.0
156,초대형건물,T_NAME_0,1053,poi,2,4,cat_id = '120101',,,1.0
157,폭포/계곡,T_NAME_0,1111,poi,2,4,cat_id = '60504',,,1.0
158,국제페리터미널,T_NAME_0,1169,poi,2,4,cat_id = '150202',,,1.0
159,일반페리터미널,T_NAME_0,1170,poi,2,4,cat_id = '150203',,,1.0
160,도심공항터미널,T_NAME_0,1171,poi,2,4,cat_id = '150104',,,1.0
161,시외버스터미널,T_NAME_0,1172,poi,2,4,cat_id = '150502',,,1.0
162,화물/기타터미널,T_NAME_0,1173,poi,2,4,cat_id = '150503',,,1.0
163,고속버스터미널,T_NAME_0,1317,poi,2,4,cat_id = '150501',,,1.0
164,온천지역,T_NAME_0,1112,poi,2,4,cat_id = '60505',,,1.0
165,야영장,T_NAME_0,1113,poi,2,4,cat_id = '60506',,,1.0
166,동물원,T_NAME_0,1114,poi,2,4,cat_id = '60510',,,1.0
167,식물원,T_NAME_0,1115,poi,2,4,cat_id = '60511',,,1.0
168,대형방송사,T_NAME_0,1146,poi,2,4,cat_id = '170101',,,1.0
169,대형예술센터,T_NAME_0,1147,poi,2,4,cat_id = '100204',,,1.0
170,대형신문사,T_NAME_0,1151,poi,2,4,cat_id = '170201',,,1.0
171,명승지,T_NAME_0,1329,poi,2,4,cat_id like '606__',,,1.0
172,공원묘지/대형묘지,T_NAME_0,1052,poi,2,4,cat_id = '110117',,,1.0
173,재래시장,T_NAME_0,1309,poi,2,4,cat_id like '903__',,,1.0
174,백화점,T_NAME_0,1120,poi,2,4,cat_id like '901__',,,1.0
175,아쿠아리움/대형수족관,T_NAME_0,1161,poi,2,4,cat_id = '60509',,,1.0
176,전문대학,T_NAME_0,1105,poi,2,4,cat_id = '20105',,,1.0
177,방송통신대학,T_NAME_0,1105,poi,2,4,cat_id = '20106',,,1.0
178,대형할인매장,T_NAME_0,1156,poi,2,4,cat_id like '904__',,,1.0
179,정부기관,T_NAME_0,1157,poi,2,4,cat_id like '11___' or cat_id like '12___',,,1.0
180,대형아파트,T_NAME_0,1158,poi,2,4,cat_id = '130101',,,1.0
181,콘도/리조트,T_NAME_0,1166,poi,2,4,cat_id like '703__',,,1.0
182,현대자동차서비스,T_NAME_0,1174,poi,2,4,cat_id = '160402' or cat_id = '160405',,,1.0
183,외국공관,T_NAME_0,1328,poi,2,4,"cat_id in ('10501','10503','10504')",,,1.0
184,자연지명,T_NAME_0,1192,poi,2,4,cat_id like '1102__',,,1.0
185,일반철도노선명,T_NAME_0,1321,poi,2,4,cat_id = '150305',,,1.0
186,간선도로명,T_NAME_0,1322,poi,2,4,cat_id = '140103',,,1.0
187,고개/재/언덕명,T_NAME_0,1323,poi,2,4,cat_id = '110116',,,1.0
188,읍명,T_NAME_0,1031,poi,2,4,cat_id = '110111',,,1.0
189,면명,T_NAME_0,1035,poi,2,4,cat_id = '110112',,,1.0
190,법원,T_NAME_0,1107,poi,2,4,cat_id = '10201',,,1.0
191,댐,T_NAME_0,1367,poi,2,4,cat_id = '190205',,,1.0
192,경찰서,T_NAME_0,1148,poi,2,4,cat_id = '10301',,,1.0
193,소방서,T_NAME_0,1149,poi,2,4,cat_id = '10302',,,1.0
194,해안경비,T_NAME_0,1153,poi,2,4,"cat_id in ('10309','10310')",,,1.0
195,한국은행,T_NAME_0,1154,poi,2,4,cat_id = '40112',,,1.0
196,도서관,T_NAME_0,1155,poi,2,4,"cat_id in ('200101','200102')",,,1.0
197,대형미술관,T_NAME_0,1180,poi,2,4,cat_id = '100104',,,1.0
198,골프장CC,T_NAME_0,1181,poi,2,4,cat_id = '50206',,,1.0
199,화장장,T_NAME_0,1182,poi,2,4,cat_id = '91907',,,1.0
200,주요기업건물,T_NAME_0,1188,poi,2,4,cat_id = '120102',,,1.0
201,공단,T_NAME_0,1189,poi,2,4,cat_id like '109__',,,1.0
202,관광농원/허브마을,T_NAME_0,1229,poi,2,4,cat_id = '60516',,,1.0
203,일반유원지/일반놀이공원,T_NAME_0,1233,poi,2,4,cat_id = '60508',,,1.0
204,해수욕장,T_NAME_0,1251,poi,2,4,cat_id = '60501',,,1.0
205,일반어항명,T_NAME_0,1025,poi,2,4,cat_id = '150205',,,1.0
206,관광안내소/매표소,T_NAME_0,1292,poi,2,4,cat_id = '60401',,,1.0
207,항공사/여행사,T_NAME_0,1294,poi,2,4,cat_id = '60403',,,1.0
0,도시고속도로번호,T_NAME_0,1300,poi,2,4,cat_id = '140201',,,1.0
210,고속도로명,T_NAME_0,1302,poi,2,4,cat_id = '140102',,,1.0
211,도시고속도로명,T_NAME_0,1303,poi,2,4,cat_id = '140101',,,1.0
212,국도/지방도휴게소,T_NAME_0,1306,poi,2,4,cat_id = '140401',,,1.0
213,도로지점명,T_NAME_0,1305,poi,2,4,cat_id = '140407',,,1.0
214,고속철도노선명,T_NAME_0,1308,poi,2,4,cat_id = '150304',,,1.0
215,견인차량보관소,T_NAME_0,1315,poi,2,4,cat_id = '150507',,,1.0
216,지역신문사,T_NAME_0,1316,poi,2,4,cat_id = '170202',,,1.0
217,기타전시/박물관,T_NAME_0,1319,poi,2,4,cat_id = '100103',,,1.0
218,발전소,T_NAME_0,1324,poi,2,4,cat_id = '190203',,,1.0
219,변전소,T_NAME_0,1325,poi,2,4,cat_id = '190204',,,1.0
220,산업시설,T_NAME_0,1293,poi,2,4,cat_id like '1901__',,,1.0
221,지방의회,T_NAME_0,1327,poi,2,4,cat_id = '10109',,,1.0
222,대형유흥시설,T_NAME_0,1334,poi,2,4,cat_id like '801__',,,1.0
223,차량기지,T_NAME_0,1336,poi,2,4,cat_id = '150404',,,1.0
224,지역축제,T_NAME_0,1338,poi,2,4,cat_id = '60523',,,1.0
225,제방/방조제/방파제,T_NAME_0,1347,poi,2,4,cat_id = '190206',,,1.0
226,공연/연극/문화센터,T_NAME_0,1348,poi,2,4,cat_id = '100203',,,1.0
208,기타숙박시설,T_NAME_0,1295,poi,2,4,cat_id like '702__',,,1.0
227,GS주유소,T_NAME_0,1210,poi,2,3,cat_id = '160101',,,1.0
228,SK주유소,T_NAME_0,1212,poi,2,3,cat_id = '160102',,,1.0
229,현대오일뱅크,T_NAME_0,1211,poi,2,3,cat_id = '160103',,,1.0
230,S-OIL,T_NAME_0,1213,poi,2,3,cat_id = '160104',,,1.0
231,Nc-oil,T_NAME_0,1214,poi,2,3,cat_id = '160105',,,1.0
232,NH-OIL,T_NAME_0,1215,poi,2,3,cat_id = '160106',,,1.0
233,알뜰주유소,T_NAME_0,1216,poi,2,3,cat_id = '160107',,,1.0
234,GS_LPG,T_NAME_0,1217,poi,2,3,cat_id = '160201',,,1.0
235,SK_LPG,T_NAME_0,1218,poi,2,3,cat_id = '160202',,,1.0
236,현대_LPG,T_NAME_0,1219,poi,2,3,cat_id = '160203',,,1.0
237,S-OIL_LPG,T_NAME_0,1220,poi,2,3,cat_id = '160204',,,1.0
238,E1_LPG,T_NAME_0,1221,poi,2,3,cat_id = '160205',,,1.0
239,CNG,T_NAME_0,1222,poi,2,3,cat_id = '160206',,,1.0
