ID,NAME,SOURCE,STYLE,TYPE,LVL,MVL,FILTER,OPERATION,REPLACE,SKIP_GRID_FILTER
1420,기타매장,T_NAME_0,1263,poi,0,0,cat_id like '917__' or cat_id like '918__',,,1.0
1421,대학부속,T_NAME_0,1105,poi,0,0,cat_id = '20103' or cat_id = '20107',,,1.0
1422,카센타,T_NAME_0,1175,poi,0,0,cat_id like '1605__',,,1.0
1423,읍면동사무소,T_NAME_0,1187,poi,0,0,"cat_id in ('10105','10106','10107','10108')",,,1.0
1424,요금소,T_NAME_0,1042,poi,0,0,cat_id = '140410',,,1.0
1425,온천/사우나,T_NAME_0,1177,poi,0,0,cat_id like '506__',,,1.0
1426,한방병원,T_NAME_0,1143,poi,0,0,"cat_id in ('30401','30402')",,,1.0
1427,지역의원,T_NAME_0,1279,poi,0,0,cat_id like '302__',,,1.0
1428,서점,T_NAME_0,1183,poi,0,0,cat_id like '908__',,,1.0
1429,패밀리레스토랑,T_NAME_0,1206,poi,0,0,cat_id like '805__',,,1.0
1430,패스트푸드점,T_NAME_0,1207,poi,0,0,cat_id like '806__',,,1.0
1431,의류/신발매장,T_NAME_0,1297,poi,0,0,cat_id like '910__',,,1.0
1432,화장품/액세서리/보석/시계,T_NAME_0,1298,poi,0,0,cat_id like '911__',,,1.0
1433,식료품/주류매장,T_NAME_0,1299,poi,0,0,cat_id like '912__',,,1.0
1434,한의원,T_NAME_0,1331,poi,0,0,cat_id = '30403',,,1.0
1437,지역교회,T_NAME_0,1194,poi,0,0,cat_id = '180102',,,1.0
1438,지역사찰,T_NAME_0,1363,poi,0,0,cat_id = '180302',,,1.0
1439,암자,T_NAME_0,1364,poi,0,0,cat_id = '180303',,,1.0
1440,증권사,T_NAME_0,1276,poi,0,0,cat_id like '405__',,,1.0
1441,기숙사/관사,T_NAME_0,1310,poi,0,0,cat_id = '130204',,,1.0
1442,파출소방범초소,T_NAME_0,1228,poi,0,0,"cat_id in ('10303', '10304','10305','10306','10308')",,,1.0
1443,약국,T_NAME_0,1277,poi,0,0,cat_id like '305__',,,1.0
1444,빵집/베이커리,T_NAME_0,1278,poi,0,0,cat_id like '808__',,,1.0
1445,한식,T_NAME_0,1281,poi,0,0,cat_id like '810__',,,1.0
1446,양식,T_NAME_0,1282,poi,0,0,cat_id like '811__',,,1.0
1447,일식,T_NAME_0,1283,poi,0,0,cat_id like '812__',,,1.0
1448,중식,T_NAME_0,1284,poi,0,0,cat_id like '813__',,,1.0
1449,부페,T_NAME_0,1285,poi,0,0,cat_id like '814__',,,1.0
1450,기타음식점,T_NAME_0,1307,poi,0,0,cat_id like '815__',,,1.0
1451,커피프렌차이즈,T_NAME_0,1286,poi,0,0,cat_id like '807__',,,1.0
1452,통신대리점,T_NAME_0,1296,poi,0,0,cat_id like '906__',,,1.0
1453,렌터카,T_NAME_0,1226,poi,0,0,cat_id = '160601',,,1.0
1454,다방/찻집,T_NAME_0,1287,poi,0,0,cat_id like '809__',,,1.0
1455,문구점/출력/복사,T_NAME_0,1288,poi,0,0,cat_id like '909__',,,1.0
1456,동물병원,T_NAME_0,1332,poi,0,0,cat_id = '30605',,,1.0
1457,산후조리원,T_NAME_0,1333,poi,0,0,cat_id = '30601',,,1.0
1458,지역유흥시설,T_NAME_0,1335,poi,0,0,cat_id like '802__',,,1.0
1459,학원,T_NAME_0,1261,poi,0,0,cat_id like '203__',,,1.0
1460,가구/인테리어매장,T_NAME_0,1191,poi,0,0,cat_id like '913__',,,1.0
1461,부동산,T_NAME_0,1339,poi,0,0,cat_id = '91501',,,1.0
1462,법률/세무/회계,T_NAME_0,1340,poi,0,0,cat_id like '916__',,,1.0
1463,장의사/상조,T_NAME_0,1341,poi,0,0,cat_id = '91905',,,1.0
1464,신문보급소(매장),T_NAME_0,1360,poi,0,0,cat_id = '170203',,,1.0
1465,잡지사,T_NAME_0,1361,poi,0,0,cat_id = '170204',,,1.0
1466,회사,T_NAME_0,1152,poi,0,0,cat_id like '2102__',,,1.0
1469,일반아파트,T_NAME_0,1227,poi,0,0,cat_id = '130103',,,1.0
1467,유아교육,T_NAME_0,1330,poi,0,0,cat_id like '204__',,,1.0
1468,꽃집,T_NAME_0,1342,poi,0,0,cat_id = '91906',,,1.0
1416,레지던스,T_NAME_0,1255,poi,0,0,cat_id = '70105',,,1.0
1417,폐차장,T_NAME_0,1256,poi,0,0,cat_id = '160801',,,1.0
1346,기도원,T_NAME_0,1200,poi,0,0,cat_id = '180103',,,1.0
1470,구역내시설물,T_NAME_0,1326,poi,0,0,"cat_id in ('220101','220102','220103','220104','220105','220106')",,,1.0
1471,시내버스정류장명,T_NAME_0,1337,poi,0,0,cat_id = '150504',,,1.0
1472,어린이놀이터,T_NAME_0,1291,poi,0,0,cat_id = '50706',,,1.0
1329,수녀원/수도회,T_NAME_0,1362,poi,0,0,cat_id = '180202',,,1.0
1367,주상복합,T_NAME_0,1160,poi,0,0,cat_id = '130102',,,1.0
1348,연립/다세대/빌라,T_NAME_0,1356,poi,0,0,cat_id = '130205',,,1.0
1349,단독주택,T_NAME_0,1354,poi,0,0,cat_id = '130202',,,1.0
1436,오피스텔,T_NAME_0,1352,poi,0,0,cat_id = '130104',,,1.0
